,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model
727,  Volkswagen Up '15 ECO EYRO 6 FACELIFT SPICE,6300,06/2015,129000,998000,70,Petrol,Manual,Manual, ELEFSINA 19200,https://www.car.gr/classifieds/cars/view/323442500-volkswagen-up?lang=en,Volkswagen,ELEFSINA,Up
728,  Hyundai i 30 '16 YES LINE EDITION DIESEL FULL,13000,01/2016,79000,1598,110,Diesel,Manual,Manual, ELEFSINA 19200,https://www.car.gr/classifieds/cars/view/326216084-hyundai-i-30?lang=en,Hyundai,ELEFSINA,Unknown
729,  Citroen C3 '14 E-HDI DIESEL AYTOMATO ΕΛΛΗΝΙΚΟ,10000,08/2014,138000,1398,90,Diesel,Automatic,Automatic, ELEFSINA 19200,https://www.car.gr/classifieds/cars/view/330534419-citroen-c3?lang=en,Citroen,ELEFSINA,C3
730,  Ford Fiesta '16 TREND FACELIFT LED ,8500,04/2016,89000,998000,80,Petrol,Manual,Manual, ELEFSINA 19200,https://www.car.gr/classifieds/cars/view/322325521-ford-fiesta?lang=en,Ford,ELEFSINA,Fiesta
731,  Nissan Pulsar '16 TEKNA/CAMERA/NAVI/KEYLESS,12000,03/2016,115000,1200,116,Petrol,Manual,Manual, ELEFSINA 19200,https://www.car.gr/classifieds/cars/view/329745081-nissan-pulsar?lang=en,Nissan,ELEFSINA,Pulsar
732,  Toyota Yaris '15 VVT-i ,10600,09/2015,97721,998000,70,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/329941328-toyota-yaris?lang=en,Toyota,XIOS,Yaris
733,  Ford Mustang '16  Fastback 2.3 EcoBoost,45000,03/2016,98198,2300,317,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/330540104-ford-mustang?lang=en,Ford,XIOS,Mustang
734,  Nissan Qashqai '13 1.6 dCi acenta 4x4,12900,08/2013,170628,1598,130,Diesel,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/331032010-nissan-qashqai?lang=en,Nissan,XIOS,Qashqai
735,  Bmw 316 '05 VALVOTRONIC,5500,01/2005,207000,1796,122,Petrol,Manual,Manual, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/330835004-bmw-316?lang=en,Bmw,NIKAIA,316
736,  Opel Astra '15 CDTI DPF EDITION,10900,12/2015,105499,1598,110,Diesel,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/327938588-opel-astra?lang=en,Opel,XIOS,Astra
737,  Nissan Note '16 Acenta Plus,10900,04/2016,75696,1198,80,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/327865673-nissan-note?lang=en,Nissan,XIOS,Unknown
738,  Renault Clio '16,10800,04/2016,123500,1500,90,Diesel,Manual,Manual, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/330361736-renault-clio?lang=en,Renault,NIKAIA,Clio
739,  Porsche Cayenne '08,45000,09/2008,115000,4800,400,Petrol,Automatic,Automatic, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/327416227-porsche-cayenne?lang=en,Porsche,NIKAIA,Cayenne
740,"  Peugeot 208 '13 Navi,camera,full extra",8900,04/2013,140468,1398,68,Diesel,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/327758579-peugeot-208?lang=en,Peugeot,XIOS,208
741,  Peugeot 207 '08,4800,09/2008,168700,1600,115,Petrol,Manual,Manual, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/328424902-peugeot-207?lang=en,Peugeot,NIKAIA,207
742,  Mitsubishi L200 '14 DI-D CLUB CAB 4WD,18900,01/2014,169186,2477,136,Diesel,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/329741656-mitsubishi-l200?lang=en,Mitsubishi,XIOS,L200
743,  Jeep Renegade '16 1.4 Limited 170hp 4x4 Auto-Navi,20500,05/2016,85000,1400,170,Petrol,Automatic,Automatic, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/330722209-jeep-renegade?lang=en,Jeep,KIFISIA,Renegade
744,  Opel Corsa '16,9900,07/2016,107356,1250,95,Diesel,Manual,Manual, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/325621208-opel-corsa?lang=en,Opel,NIKAIA,Corsa
745,  Fiat Fiorino '13 JTD BASIC KASTEN,7500,11/2013,141989,1248,75,Diesel,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/327755831-fiat-fiorino?lang=en,Fiat,XIOS,Unknown
746,  Hyundai i 20 '15,10900,05/2015,143000,1100,75,Diesel,Manual,Manual, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/327838116-hyundai-i-20?lang=en,Hyundai,NIKAIA,Unknown
747,  Suzuki Grand Vitara '10  1.9 DDiS Comfort,13900,04/2010,127963,1870,175,Diesel,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/330271170-suzuki-grand-vitara?lang=en,Suzuki,XIOS,Grand Vitara
748,  Fiat Panda '16 Pop 1ο Χέρι,9500,04/2016,64363,1242,70,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/329677660-fiat-panda?lang=en,Fiat,XIOS,Panda
749,  Toyota C-HR '17  1.2 Turbo Dynamic,21800,03/2017,14996,1197,116,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/331003247-toyota-c-hr?lang=en,Toyota,XIOS,C-HR
750,  Aixam City '14 Άδεια μοτοποδηλατου,8500,03/2014,40909,400000,5,Diesel,Automatic,Automatic, XIOS 82100,https://www.car.gr/classifieds/cars/view/330753243-aixam-city?lang=en,Aixam,XIOS,Unknown
751,  Ford Fiesta '15 4999 ΕΥΡΩ ΠΡΟΚΑΤΑΒΟΛΗ ΤΑ ΥΠΟΛΟΙΠΑ ΓΡΑΜΜΑΤΙΑ,8190,05/2015,117000,1242,75,Petrol,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/331054317-ford-fiesta?lang=en,Ford,GLYFADA,Fiesta
752,  Opel Corsa '16,8900,06/2016,123400,1250,95,Diesel,Manual,Manual, NIKAIA 18451,https://www.car.gr/classifieds/cars/view/325621013-opel-corsa?lang=en,Opel,NIKAIA,Corsa
753,  Kia Rio '12,7499,01/2012,189000,1100,75,Diesel,Manual,Manual, LARISA 41500,https://www.car.gr/classifieds/cars/view/327025691-kia-rio?lang=en,Kia,LARISA,Rio
754,  Mazda Tribute '04  2.0 Comfort 4x4,5900,01/2004,46164,1989,124,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/327704182-mazda-tribute?lang=en,Mazda,XIOS,Tribute
755,  Citroen C1 '15  1.0 VTi Feel,8500,10/2015,53405,998000,69,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/330268206-citroen-c1?lang=en,Citroen,XIOS,C1
756,  Ford Fiesta '18 DIESEL*EURO 6*FACELIFT*FULL EXTRA,11200,07/2018,136000,1500,85,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/323676111-ford-fiesta?lang=en,Ford,LARISA,Fiesta
757,"  Peugeot 208 '16 1.2 ALLURE, PANORAMA, NAVI. ",11999,02/2016,59000,1200,82,Petrol,Manual,Manual, THERMI 57001,https://www.car.gr/classifieds/cars/view/323968950-peugeot-208?lang=en,Ram,THERMI,Unknown
758,"  Hyundai i 20 '16 1.4 AUTOMATIC, ΖΑΝΤΕΣ 16""",13990,01/2016,99999,1400,101,Petrol,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/327015027-hyundai-i-20?lang=en,Hyundai,THERMI,Unknown
759,  Audi A4 '10 QUATTRO*300HP*ΓΕΝΙΚΗ ΕΠΙΣΚΕΥΗ,17900,08/2010,133000,2000,211,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/29139609-audi-a4?lang=en,Audi,LARISA,A4
760,"  Suzuki Swift '16 1.3 X-TRA, ΔΕΡΜΑ, CRUISE, ESP!",11999,06/2016,75000,1300,94,Petrol,Manual,Manual, THERMI 57001,https://www.car.gr/classifieds/cars/view/321553783-suzuki-swift?lang=en,Suzuki,THERMI,Swift
761,  Citroen C5 '11 C5 TOURER ,10500,01/2011,156000,1600,110,Diesel,Automatic,Automatic, AIGALEW 12243,https://www.car.gr/classifieds/cars/view/326892480-citroen-c5?lang=en,Citroen,AIGALEW,C5
762,  Hyundai i 20 '15 1100 DIESEL EURO 6,8999,11/2015,115000,1100,80,Diesel,Manual,Manual, VOLOS 38221,https://www.car.gr/classifieds/cars/view/330778029-hyundai-i-20?lang=en,Hyundai,VOLOS,Unknown
763,  Opel Corsa '16  1.3 CDTI ecoFlex Start&Stop Selection (6-Gear),9900,09/2016,211000,1300,95,Diesel,Manual,Manual, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/330496180-opel-corsa?lang=en,Opel,IWANNINA,Corsa
764,  Toyota Auris '07,6800,01/2007,235000,1398,97,Petrol,Manual,Manual, DRAMA 66100,https://www.car.gr/classifieds/cars/view/330164170-toyota-auris?lang=en,Toyota,DRAMA,Auris
765,  Fiat Grande Punto '12,9500,01/2012,20000,1300,85,Diesel,Manual,Manual, MAROYSI 15124,https://www.car.gr/classifieds/cars/view/330245755-fiat-grande-punto?lang=en,Fiat,MAROYSI,Punto
766,  Bmw 320 '09,14750,08/2009,92000,2000,170,Petrol,Manual,Manual, KOMOTINI 69100,https://www.car.gr/classifieds/cars/view/327835905-bmw-320?lang=en,Bmw,KOMOTINI,320
767,  Kia Rio '02,1700,07/2002,315000,1300,80,Petrol,Manual,Manual, ARGOS ORESTIKO 52200,https://www.car.gr/classifieds/cars/view/330756539-kia-rio?lang=en,Kia,ARGOS ORESTIKO,Rio
768,  Land Rover Freelander '09,18000,01/2009,155000,2200,160,Diesel,Manual,Manual, GLYKA NERA 15354,https://www.car.gr/classifieds/cars/view/326971380-land-rover-freelander?lang=en,Land rover,GLYKA NERA,Freelander
769,  Hyundai i 20 '18 FACELIFT ACTIVE FULL EXTRA!!!,13799,08/2018,37700,1248,85,Petrol,Manual,Manual, EFOSMOS-STAFROYPOLI 56431,https://www.car.gr/classifieds/cars/view/330973350-hyundai-i-20?lang=en,Hyundai,EFOSMOS-STAFROYPOLI,Unknown
770,  Audi A6 '05,11990,05/2005,99600,2400,190,Petrol,Manual,Manual, ARTA 47100,https://www.car.gr/classifieds/cars/view/36748862-audi-a6?lang=en,Audi,ARTA,A6
771,  Bmw 320 '09,14750,08/2009,92000,1995,170,Petrol,Manual,Manual, LAGKADAS 57200,https://www.car.gr/classifieds/cars/view/329718018-bmw-320?lang=en,Bmw,LAGKADAS,320
772,  Mercedes-Benz C 200 '06 Facelift-Evo edition-Sport Coupe + Automatic,10000,12/2006,125000,1800,163,Petrol,Automatic,Automatic, PEIRAIAS 18541,https://www.car.gr/classifieds/cars/view/325916332-mercedes-benz-c-200?lang=en,Mercedes-benz,PEIRAIAS,C 200
773,  Mercedes-Benz E 200 '05,7900,08/2005,263000,1800,163,Petrol,Automatic,Automatic, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/323746728-mercedes-benz-e-200?lang=en,Mercedes-benz,KIFISIA,E 200
774,  Toyota Avensis '04  1.8 Executive Automatic full extra ΕΛΛΗΝΙΚΟ,5900,07/2004,276565,1794,130,Petrol,Automatic,Automatic, AXARNES 13671,https://www.car.gr/classifieds/cars/view/330721441-toyota-avensis?lang=en,Toyota,AXARNES,Avensis
775,  Smart ForTwo '09,11750,01/2009,79000,1000,130,Petrol,Automatic,Automatic, KAISARIANI 16121,https://www.car.gr/classifieds/cars/view/331276623-smart-fortwo?lang=en,Smart,KAISARIANI,ForTwo
776,  Chevrolet Captiva '08  2.4 LT+ AWD Automatic,6200,07/2008,195000,2400,136,Petrol,Automatic,Automatic, KORWPI 19400,https://www.car.gr/classifieds/cars/view/331205380-chevrolet-captiva?lang=en,Chevrolet,KORWPI,Unknown
777,  Audi A4 '02,4800,01/2002,145000,1600,105,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/328798152-audi-a4?lang=en,Audi,AMALIADA,A4
778,  Renault Megane '05,3800,01/2005,154000,1598,116,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/323148905-renault-megane?lang=en,Renault,AMALIADA,Megane
779,  Opel Astra '16 K 1.6 cdti 136 hp dynamic,16500,08/2016,95000,1600,136,Diesel,Manual,Manual, KALAMARIA 55132,https://www.car.gr/classifieds/cars/view/327096758-opel-astra?lang=en,Opel,KALAMARIA,Astra
780,  Volkswagen Golf '06  1.6 FSI Sportline,5500,01/2006,198000,1598,115,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/329570638-volkswagen-golf?lang=en,Volkswagen,AMALIADA,Golf
781,  Volkswagen Golf '06 Sportline fsi,5500,01/2006,198000,1598,115,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/328848411-volkswagen-golf?lang=en,Volkswagen,AMALIADA,Golf
782,  Toyota Auris '10,7500,01/2010,255000,1598,126,Diesel,Automatic,Automatic, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/329271579-toyota-auris?lang=en,Toyota,AMALIADA,Auris
783,  Mini ONE '09 pepper,8700,01/2009,109000,1400,95,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/325683724-mini-one?lang=en,Mini,AMALIADA,One
784,  Nissan Qashqai '18,19000,01/2018,179000,1500,110,Diesel,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/321399003-nissan-qashqai?lang=en,Nissan,AMALIADA,Qashqai
785,  Seat Ibiza '02,2400,01/2002,177000,1400,75,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/320552263-seat-ibiza?lang=en,Seat,AMALIADA,Ibiza
786,  Mercedes-Benz Citan '14,8999,01/2014,151000,1500,100,Diesel,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/36409569-mercedes-benz-citan?lang=en,Mercedes-benz,AMALIADA,Unknown
787,  Volkswagen Golf '07 1400 TSI 140ps,6999,01/2007,198000,1390,140,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/325958045-volkswagen-golf?lang=en,Volkswagen,AMALIADA,Golf
788,  Volkswagen Passat '09,9200,03/2009,128500,1400,122,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/31504543-volkswagen-passat?lang=en,Volkswagen,AMALIADA,Passat
789,  Seat Ibiza '04,3400,01/2004,235000,1400,101,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/320471893-seat-ibiza?lang=en,Seat,AMALIADA,Ibiza
790,  Ford Focus '04,3500,01/2004,150000,1400,90,Petrol,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/315586055-ford-focus?lang=en,Ford,AMALIADA,Focus
791,  Ford Focus C-Max '07,3900,01/2007,174000,2000,150,Diesel,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/36409628-ford-focus-c-max?lang=en,Ford,AMALIADA,Focus
792,  Opel Astra '12,9200,04/2012,142000,1300,100,Diesel,Manual,Manual, AMALIADA 27200,https://www.car.gr/classifieds/cars/view/32944704-opel-astra?lang=en,Opel,AMALIADA,Astra
793,  Peugeot 207 '07 2007,3000,01/2007,186000,1360,1,Petrol,Manual,Manual, KALLITHEA 17676,https://www.car.gr/classifieds/cars/view/325487832-peugeot-207?lang=en,Peugeot,KALLITHEA,207
794,  Volkswagen Touareg '04,15000,08/2004,220000,4200,310,Petrol,Automatic,Automatic, NEA FILADELFEIA 14342,https://www.car.gr/classifieds/cars/view/329632470-volkswagen-touareg?lang=en,Volkswagen,NEA FILADELFEIA,Touareg
795,  Seat Ibiza '06 Cupra,10400,05/2006,156500,1800,410,Petrol,Manual,Manual, PERIOXI AERODROMIOY 57019,https://www.car.gr/classifieds/cars/view/331020227-seat-ibiza?lang=en,Cupra,PERIOXI AERODROMIOY,Unknown
796,  Renault Clio '13 Dci,10200,07/2013,155000,1500,90,Diesel,Manual,Manual, KERATSINI 18758,https://www.car.gr/classifieds/cars/view/331008749-renault-clio?lang=en,Renault,KERATSINI,Clio
797,  Smart ForTwo '16 Passon Αυτόματο ,12500,10/2016,61900,999000,90,Petrol,Automatic,Automatic, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/329560027-smart-fortwo?lang=en,Smart,AGIA PARASKEFI,ForTwo
798,  Bmw 318 '03  Coupé,6500,09/2003,119000,1995,143,Petrol,Manual,Manual, VEROIA 59100,https://www.car.gr/classifieds/cars/view/319073967-bmw-318?lang=en,Bmw,VEROIA,318
799,  Suzuki Vitara '15 GL 4WD,16000,12/2015,135000,1598,120,Diesel,Manual,Manual, LAMIA 35100,https://www.car.gr/classifieds/cars/view/327788496-suzuki-vitara?lang=en,Suzuki,LAMIA,Vitara
800,  Ford Fiesta '15 4999 ΕΥΡΩ ΠΡΟΚΑΤΑΒΟΛΗ ΤΑ ΥΠΟΛΟΙΠΑ ΓΡΑΜΜΑΤΙΑ,8190,11/2015,119000,1242,79,Petrol,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/330668930-ford-fiesta?lang=en,Ford,GLYFADA,Fiesta
801,  Ford Fiesta '15 4999 ΕΥΡΩ ΠΡΟΚΑΤΑΒΟΛΗ ΤΑ ΥΠΟΛΟΙΠΑ ΓΡΑΜΜΑΤΙΑ,8190,05/2015,117000,1242,75,Petrol,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/331054317-ford-fiesta?lang=en,Ford,GLYFADA,Fiesta
802,  Fiat 500 '14 Twin Air 5499 ΕΥΡΩ ΠΡΟΚΑΤΑΒΟΛΗ,8890,01/2014,84000,964000,85,Petrol,Manual,Manual, GLYFADA 16674,https://www.car.gr/classifieds/cars/view/330217458-fiat-500?lang=en,Fiat,GLYFADA,500
803,  Nissan Qashqai+2 '11,10200,10/2011,248700,1467,115,Diesel,Manual,Manual, YMITTOS 17237,https://www.car.gr/classifieds/cars/view/330400045-nissan-qashqai2?lang=en,Nissan,YMITTOS,Qashqai
804,  Opel Vectra '96 ΠΛΗΡΩΜΕΝΑ ΤΕΛΗ 23 ΕΥΚΑΙΡΙΑ,3650,12/1996,65800,1600,100,Petrol,Manual,Manual, ARGYROYPOLI 16452,https://www.car.gr/classifieds/cars/view/330468687-opel-vectra?lang=en,Opel,ARGYROYPOLI,Vectra
805,  Opel Corsa '08  OPC,9200,07/2008,210000,1600,210,Petrol,Manual,Manual, SERRES 62100,https://www.car.gr/classifieds/cars/view/324947065-opel-corsa?lang=en,Opel,SERRES,Corsa
806,  Citroen C3 '10 VTi 95 Panorama,8000,10/2010,54000,1400,95,Petrol,Manual,Manual, ATHINA 10443,https://www.car.gr/classifieds/cars/view/331035031-citroen-c3?lang=en,Ram,ATHINA,Unknown
807,  Toyota Land Cruiser '05 Land Cruiser 3.0 D-4D Executive Automatic,25000,06/2005,249000,3000,173,Diesel,Automatic,Automatic, THESSALONIKI 54453,https://www.car.gr/classifieds/cars/view/331276404-toyota-land-cruiser?lang=en,Toyota,THESSALONIKI,Land Cruiser
808,  Audi A4 '08 1.8 TFSI multitronic,14000,08/2008,130000,1800,160,Petrol,Automatic,Automatic, NEA IWNIA 14231,https://www.car.gr/classifieds/cars/view/329631597-audi-a4?lang=en,Audi,NEA IWNIA,A4
809,  Toyota Auris '15  1.4 D-4D ACTIVE PLUS EΛΛΗΝΙΚΟ FULL EXRA,12900,12/2015,90000,1400,90,Diesel,Manual,Manual, AXARNES 13671,https://www.car.gr/classifieds/cars/view/330926053-toyota-auris?lang=en,Toyota,AXARNES,Auris
810,  Toyota Avensis '04  1.8 Executive Automatic full extra ΕΛΛΗΝΙΚΟ,5800,07/2004,276565,1794,130,Petrol,Automatic,Automatic, AXARNES 13671,https://www.car.gr/classifieds/cars/view/330721441-toyota-avensis?lang=en,Toyota,AXARNES,Avensis
811,  Mercedes-Benz 220 '01,800,11/2001,400000,2200,150,Diesel,Manual,Manual, NEA FILADELFEIA 14341,https://www.car.gr/classifieds/cars/view/330577734-mercedes-benz-220?lang=en,Mercedes-benz,NEA FILADELFEIA,Unknown
812,  Toyota Aygo '20 Auto  clima a/c υδραυλικο ηλεκτρικοι καθρεφτες ,15990,01/2020,49217,1000,72,Petrol,Automatic,Automatic, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/328353548-toyota-aygo?lang=en,Toyota,XALANDRI,Aygo
813,  Mini Cabrio '10 Νέα τιμή 13700 από 15000,13700,10/2010,87000,1600,120,Petrol,Automatic,Automatic, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/328036596-mini-cabrio?lang=en,Mini,XALANDRI,Unknown
814,  Jeep Wrangler '13 Νέα τιμή,45000,05/2013,120000,2800,200,Diesel,Automatic,Automatic, XALANDRI 15234,https://www.car.gr/classifieds/cars/view/326959243-jeep-wrangler?lang=en,Jeep,XALANDRI,Wrangler
815,  Peugeot 106 '99,2900,01/1999,159000,1100,65,Petrol,Manual,Manual, STAFROYPOLI 56436,https://www.car.gr/classifieds/cars/view/327752059-peugeot-106?lang=en,Peugeot,STAFROYPOLI,106
816,  Mercedes-Benz CLK 200 '05,8500,01/2005,287000,1800,163,Petrol,Automatic,Automatic, KAVALA 65403,https://www.car.gr/classifieds/cars/view/330959114-mercedes-benz-clk-200?lang=en,Mercedes-benz,KAVALA,CLK
817,  Peugeot 2008 '17 1.6 ACTIVE ΕΛΛΗΝΙΚΗΣ ΑΝΤΙΠΡΟΣΩΠΕΙΑΣ-ΙΔΙΩΤΗΣ,15500,06/2017,97000,1590,100,Diesel,Manual,Manual, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/317947697-peugeot-2008?lang=en,Peugeot,AGIA PARASKEFI,2008
818,  Toyota Starlet '88 ΚΑΙΝΟΥΡΓΙΑ ΛΑΣΤΙΧΑ-ΤΕΛΙΚΗ ΤΙΜΗ,800,01/1988,80000,1000,90,Petrol,Manual,Manual, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/328058758-toyota-starlet?lang=en,Toyota,AGIA PARASKEFI,Unknown
819,  Hyundai Getz '03,3300,02/2003,209000,1086,63,Petrol,Manual,Manual, PEIRAIAS 18533,https://www.car.gr/classifieds/cars/view/330980909-hyundai-getz?lang=en,Hyundai,PEIRAIAS,Getz
820,  Bmw 116 '15,18500,09/2015,58000,1499,116,Diesel,Manual,Manual, IRAKLEIO 71601,https://www.car.gr/classifieds/cars/view/328829665-bmw-116?lang=en,Bmw,IRAKLEIO,116
821,  Toyota Aygo '17  x play mmt navigation,11500,07/2017,55700,1000,71,Petrol,Automatic,Automatic, KIFISIA 14561,https://www.car.gr/classifieds/cars/view/330698738-toyota-aygo?lang=en,Toyota,KIFISIA,Aygo
822,  Jeep Renegade '20 Limited Ελληνικό Άριστο,24950,01/2020,29800,1598,120,Diesel,Manual,Manual, MAROYSI 15125,https://www.car.gr/classifieds/cars/view/331157345-jeep-renegade?lang=en,Jeep,MAROYSI,Renegade
823,  Ford Fiesta '13,9000,07/2013,100800,1000,100,Petrol,Manual,Manual, ATHINA 11361,https://www.car.gr/classifieds/cars/view/330575224-ford-fiesta?lang=en,Ford,ATHINA,Fiesta
824,  Mini Cooper S '04 R53 FACELIFT ,7000,10/2004,141000,1600,200,Petrol,Manual,Manual, KOMOTINI 69100,https://www.car.gr/classifieds/cars/view/320310501-mini-cooper-s?lang=en,Mini,KOMOTINI,Cooper
825,  Opel Corsa '15,10500,11/2015,90000,999000,115,Petrol,Manual,Manual, MAKROXWRI IMATHIAS 59033,https://www.car.gr/classifieds/cars/view/330007525-opel-corsa?lang=en,Opel,MAKROXWRI IMATHIAS,Corsa
826,  Toyota RAV 4 '04,6000,01/2004,370000,1998,150,Diesel,Manual,Manual, MAKROXWRI IMATHIAS 59033,https://www.car.gr/classifieds/cars/view/329305193-toyota-rav-4?lang=en,Toyota,MAKROXWRI IMATHIAS,Unknown
827,  Volkswagen Passat '91 Gti,1,01/1991,149000,2000,140,Petrol,Automatic,Automatic, MAKROXWRI IMATHIAS 59033,https://www.car.gr/classifieds/cars/view/315390556-volkswagen-passat?lang=en,Volkswagen,MAKROXWRI IMATHIAS,Passat
828,  Toyota Carina '00,1500,05/2000,283700,1600,115,Petrol,Manual,Manual, MAKROXWRI IMATHIAS 59033,https://www.car.gr/classifieds/cars/view/318753774-toyota-carina?lang=en,Toyota,MAKROXWRI IMATHIAS,Carina
829,  Peugeot 307 '04,2200,06/2004,179000,1360,90,Petrol,Manual,Manual, MAKROXWRI IMATHIAS 59033,https://www.car.gr/classifieds/cars/view/324601187-peugeot-307?lang=en,Peugeot,MAKROXWRI IMATHIAS,307
830,  Suzuki Swift '07,5500,01/2007,151000,1300,92,Petrol,Manual,Manual, RAFINA 19009,https://www.car.gr/classifieds/cars/view/331275832-suzuki-swift?lang=en,Suzuki,RAFINA,Swift
831,  Mercedes-Benz E 250 '13 W212 Facelift  7G-TRONIC PLUS ,34000,04/2013,125500,2000,211,Petrol,Automatic,Automatic, MYTILINI 81132,https://www.car.gr/classifieds/cars/view/319927424-mercedes-benz-e-250?lang=en,Mercedes-benz,MYTILINI,E 250
832,  Porsche 997 '06 Turbo Manual !!!,109900,09/2006,87000,3600,770,Petrol,Manual,Manual, NEO IRAKLEIO 14122,https://www.car.gr/classifieds/cars/view/331275445-porsche-997?lang=en,Porsche,NEO IRAKLEIO,997
833,  Bmw 316 '93 E36 316I,1300,04/1993,270000,1596,102,Petrol,Manual,Manual, THESSALONIKI 54252,https://www.car.gr/classifieds/cars/view/331275794-bmw-316?lang=en,Bmw,THESSALONIKI,316
834,  Suzuki Baleno '96  1.3 GL,1600,06/1996,230000,1298,85,Petrol,Manual,Manual, MYTILINI 81132,https://www.car.gr/classifieds/cars/view/331206171-suzuki-baleno?lang=en,Suzuki,MYTILINI,Baleno
835,  Volkswagen Polo '09 CROSS 1.4 Α'ΧΕΡΙ ΙΔΙΩΤΗ ΕΛΛΗΝΙΚΟ,7800,06/2009,135000,1400,80,Petrol,Manual,Manual, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/329489364-volkswagen-polo?lang=en,Volkswagen,NEO PSYXIKO,Polo
836,  Citroen C5 Aircross '20 1.5 130 EAT8,27500,09/2020,39500,1500,130,Diesel,Automatic,Automatic, LAMIA 35100,https://www.car.gr/classifieds/cars/view/330275980-citroen-c5-aircross?lang=en,Citroen,LAMIA,C5
837,  Hyundai Elantra '06  1.6 Αυτοματο,2000,01/2006,65000,1600,115,Petrol,Automatic,Automatic, ILION 13121,https://www.car.gr/classifieds/cars/view/331275627-hyundai-elantra?lang=en,Hyundai,ILION,Elantra
838,  Mercedes-Benz A 35 AMG '18 Edition 1 PERFORMANCE PANORAMA,68000,09/2018,24539,2000,306,Petrol,Automatic,Automatic, GLYFADA 16562,https://www.car.gr/classifieds/cars/view/330909844-mercedes-benz-a-35-amg?lang=en,Mercedes-benz,GLYFADA,Unknown
839,  Audi A4 '09 Avant 2.0TDI s-line Multitronic 8,1400,09/2009,207000,2000,143,Diesel,Automatic,Automatic, ARNAIA 63074,https://www.car.gr/classifieds/cars/view/323269731-audi-a4?lang=en,Audi,ARNAIA,A4
840,  Maserati Levante '19 Q4 3.0 DIESEL 275PS! ΠΑΝΟΡΑΜΙΚΗ ΟΡΟΦΗ! ,87990,04/2019,47500,3000,275,Diesel,Automatic,Automatic, PERIOXI AERODROMIOY 57019,https://www.car.gr/classifieds/cars/view/325879429-maserati-levante?lang=en,Maserati,PERIOXI AERODROMIOY,Levante
