,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model
841,  Audi A3 '98,2000,01/1998,319000,1595,101,Petrol,Manual,Manual, PEIRAIAS 18543,https://www.car.gr/classifieds/cars/view/331275487-audi-a3?lang=en,Audi,PEIRAIAS,A3
842,  Smart ForTwo '09 BRABUS,10500,01/2009,82000,999000,102,Petrol,Automatic,Automatic, PERISTERI 12135,https://www.car.gr/classifieds/cars/view/329503407-smart-fortwo?lang=en,Smart,PERISTERI,ForTwo
843,  Bmw 320 '09 M PACKET ΔΏΡΟ ΤΑ ΤΕΛΗ 2023,6400,10/2009,189580,1999,170,Petrol,Manual,Manual, ALEKSANDREIA 59300,https://www.car.gr/classifieds/cars/view/331275450-bmw-320?lang=en,Bmw,ALEKSANDREIA,320
844,  Volvo V40 '12 D2 Summum,13300,10/2012,126750,1600,115,Diesel,Manual,Manual, ATHINA 11361,https://www.car.gr/classifieds/cars/view/329777575-volvo-v40?lang=en,Volvo,ATHINA,V40
845,  Ford Maverick '03  2.0 xlt,5000,12/2003,65000,2000,130,Petrol,Manual,Manual, ILION 13121,https://www.car.gr/classifieds/cars/view/331275444-ford-maverick?lang=en,Ford,ILION,Maverick
846,  Audi Q5 '10 S-Tronic Quattro,17000,01/2010,160000,1984,211,Petrol,Automatic,Automatic, KOMOTINI 69100,https://www.car.gr/classifieds/cars/view/23428200-audi-q5?lang=en,Audi,KOMOTINI,Q5
847,  Mini Cooper '06 Park Lane D-4D 6 TAXYTO  ,7200,07/2006,187700,1364,90,Diesel,Manual,Manual, DRAMA 66100,https://www.car.gr/classifieds/cars/view/24895856-mini-cooper?lang=en,Mini,DRAMA,Cooper
848,  Audi TTS '10 TTRS,27500,01/2010,138000,2000,373,Petrol,Manual,Manual, THESSALONIKI 54634,https://www.car.gr/classifieds/cars/view/329690309-audi-tts?lang=en,Audi,THESSALONIKI,TT
849,  Opel Astra '15  1.6 CDTI ecoFlex EURO6 Start&Stop Selection,9500,03/2015,163500,1600,110,Diesel,Manual,Manual, SPARTI 23100,https://www.car.gr/classifieds/cars/view/330866619-opel-astra?lang=en,Opel,SPARTI,Astra
850,  Volvo V40 '14 1.6 D2 KINETIC ,9900,01/2014,165000,1600,115,Diesel,Manual,Manual, SPARTI 23100,https://www.car.gr/classifieds/cars/view/330754583-volvo-v40?lang=en,Volvo,SPARTI,V40
851,  Renault Scenic '06 1.5 dCi DIESEL 6ΤΑΧΥΤΟ,3000,03/2006,220000,1461,110,Diesel,Manual,Manual, SPARTI 23100,https://www.car.gr/classifieds/cars/view/330542513-renault-scenic?lang=en,Renault,SPARTI,Scenic
852,  Porsche 997 '10 3.8 TURBO   500PS,118000,02/2010,85000,3800,500,Petrol,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/331098034-porsche-997?lang=en,Porsche,THERMI,997
853,  Mercedes-Benz S 63 AMG '15 V8 BITURBO ,114800,06/2015,150000,5500,585,Petrol,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330236514-mercedes-benz-s-63-amg?lang=en,Mercedes-benz,THERMI,Unknown
854,  Bmw X2 '20 sDrive18i M Sport X,33700,03/2020,44200,1500,141,Petrol,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330623798-bmw-x2?lang=en,Bmw,THERMI,X2
855,  Nissan Micra '00,3150,01/2000,162000,998000,55,Petrol,Manual,Manual, KALAMARIA 55132,https://www.car.gr/classifieds/cars/view/327030728-nissan-micra?lang=en,Nissan,KALAMARIA,Micra
856,  Toyota Yaris '04  1.3,5500,09/2004,130000,1300,90,Petrol,Manual,Manual, ILION 13121,https://www.car.gr/classifieds/cars/view/330223332-toyota-yaris?lang=en,Toyota,ILION,Yaris
857,  Mercedes-Benz E 250 '14  CDI Avantgarde 4MATIC,29999,06/2014,193000,2143,204,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/324078263-mercedes-benz-e-250?lang=en,Mercedes-benz,THERMI,E 250
858,  Mercedes-Benz C 200 '15 BLUETEC AUTOMATIC,29900,06/2015,169000,1598,136,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330417244-mercedes-benz-c-200?lang=en,Mercedes-benz,THERMI,C 200
859,  Mercedes-Benz C 220 '18 9G-TRONIC,26500,04/2018,160000,2142,180,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/325461412-mercedes-benz-c-220?lang=en,Mercedes-benz,THERMI,C 220
860,  Bmw 520 '10 M PACK DIESEL,23900,10/2010,234000,1995,185,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/327862241-bmw-520?lang=en,Bmw,THERMI,520
861,  Kia Sportage '18,22999,04/2018,115000,1685,141,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330418757-kia-sportage?lang=en,Kia,THERMI,Sportage
862,  Mercedes-Benz E 250 '14  CDI Avantgarde 4MATIC,22950,06/2014,412000,2143,204,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330984452-mercedes-benz-e-250?lang=en,Mercedes-benz,THERMI,E 250
863,  Bmw M3 '03 E46 smg,25000,05/2003,108000,3246,343,Petrol,Automatic,Semi-automatic, KASTORIA 52100,https://www.car.gr/classifieds/cars/view/331275070-bmw-m3?lang=en,Bmw,KASTORIA,M3
864,  Ford Ranger '13 2.2 full extra Automatic ,22800,01/2013,198000,2200,176,Diesel,Automatic,Automatic, THERMI 57001,https://www.car.gr/classifieds/cars/view/330833278-ford-ranger?lang=en,Ford,THERMI,Ranger
865,  Mitsubishi L200 '17  2.4 DI-D Basis 4WD ΜΙΑΜΙΣΗ ΚΑΜΠΙΝΑ,21800,01/2017,123000,2442,153,Diesel,Manual,Manual, THERMI 57001,https://www.car.gr/classifieds/cars/view/330570217-mitsubishi-l200?lang=en,Mitsubishi,THERMI,L200
866,  Ford Ranger '19 WILD TRACK,39000,10/2019,59000,3200,200,Diesel,Automatic,Automatic, NAFPLIO 21100,https://www.car.gr/classifieds/cars/view/329654786-ford-ranger?lang=en,Ford,NAFPLIO,Ranger
867,  Peugeot 308 '22 Active Plus ,28500,09/2022,1000,1200,130,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/328032491-peugeot-308?lang=en,Peugeot,AG. NIKOLAOS,308
868,  Suzuki Swift '10,6900,01/2010,117000,1300,90,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/328355765-suzuki-swift?lang=en,Suzuki,AG. NIKOLAOS,Swift
869,  Peugeot Bipper '14,7800,01/2014,110000,1248,75,Diesel,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/330972171-peugeot-bipper?lang=en,Peugeot,AG. NIKOLAOS,Unknown
870,  Suzuki Jimny '08,6900,01/2008,187600,1328,86,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/327643188-suzuki-jimny?lang=en,Suzuki,AG. NIKOLAOS,Jimny
871,  Peugeot 107 '11,5900,01/2011,166700,998000,68,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/328846393-peugeot-107?lang=en,Peugeot,AG. NIKOLAOS,107
872,  Peugeot 308 '09,4800,07/2009,127800,1400,90,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/326588826-peugeot-308?lang=en,Peugeot,AG. NIKOLAOS,308
873,  Suzuki Vitara '18 GL+,1111,07/2018,50000,1598,120,Petrol,Manual,Manual, KOZANI 50100,https://www.car.gr/classifieds/cars/view/330986791-suzuki-vitara?lang=en,Suzuki,KOZANI,Vitara
874,  Peugeot Bipper '14,7600,01/2014,125000,1248,75,Diesel,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/328847444-peugeot-bipper?lang=en,Peugeot,AG. NIKOLAOS,Unknown
875,  Fiat Idea '06 Diesel Automatic Facelift ,5500,05/2006,180000,1248,70,Diesel,Automatic,Automatic, KOZANI 50100,https://www.car.gr/classifieds/cars/view/329967428-fiat-idea?lang=en,Fiat,KOZANI,Unknown
876,  Peugeot 208 '18  1.6 BlueHDi 100 Active,12000,01/2018,138000,1560,100,Diesel,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/327815069-peugeot-208?lang=en,Peugeot,AG. NIKOLAOS,208
877,  Suzuki Jimny '08,6600,01/2008,207600,1328,86,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/328353588-suzuki-jimny?lang=en,Suzuki,AG. NIKOLAOS,Jimny
878,  Nissan Micra '11,6600,01/2011,182200,1200,80,Petrol,Manual,Manual, AG. NIKOLAOS 72100,https://www.car.gr/classifieds/cars/view/328846412-nissan-micra?lang=en,Nissan,AG. NIKOLAOS,Micra
879,  Renault Captur '20 1.5 DIESEL  FACE LIFT ,18800,08/2020,153000,1500,110,Diesel,Manual,Manual, THERMI 57001,https://www.car.gr/classifieds/cars/view/330247649-renault-captur?lang=en,Renault,THERMI,Captur
880,  Hyundai i 20 '17,13500,01/2017,56637,1248,75,Petrol,Manual,Manual, ARGOSTOLI 28100,https://www.car.gr/classifieds/cars/view/331083329-hyundai-i-20?lang=en,Hyundai,ARGOSTOLI,Unknown
882,  Toyota Yaris '16,8999,01/2016,112000,998000,69,Petrol,Manual,Manual, AGIOS DIMITRIOS 17341,https://www.car.gr/classifieds/cars/view/323719746-toyota-yaris?lang=en,Toyota,AGIOS DIMITRIOS,Yaris
883,  Renault Twingo '19  SCe 75 Limited,10500,06/2019,24524,999000,75,Petrol,Manual,Manual, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/325915119-renault-twingo?lang=en,Renault,IWANNINA,Twingo
884,  Toyota Aygo '19,12500,01/2019,22650,998000,72,Petrol,Manual,Manual, ARGOSTOLI 28100,https://www.car.gr/classifieds/cars/view/331082100-toyota-aygo?lang=en,Toyota,ARGOSTOLI,Aygo
885,  Audi A4 '08 S line τέλη 23 πληρωμένα ,14950,12/2008,166400,1800,210,Petrol,Manual,Manual, NEO IRAKLEIO 14122,https://www.car.gr/classifieds/cars/view/322812430-audi-a4?lang=en,Audi,NEO IRAKLEIO,A4
886,  Isuzu D-Max '17 ΠΡΟΣΕΧΩΣ,23000,01/2017,105000,2500,163,Diesel,Automatic,Automatic, LEFKADA 31100,https://www.car.gr/classifieds/cars/view/330783054-isuzu-d-max?lang=en,Isuzu,LEFKADA,Unknown
887,  Skoda Fabia '18  Combi 1.0 TSI Best of Clever,12500,03/2018,97000,1000,95,Petrol,Manual,Manual, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/328795690-skoda-fabia?lang=en,Skoda,IWANNINA,Fabia
888,  Nissan Micra '16,10000,01/2016,63410,1198,80,Petrol,Manual,Manual, ARGOSTOLI 28100,https://www.car.gr/classifieds/cars/view/331081584-nissan-micra?lang=en,Nissan,ARGOSTOLI,Micra
889,  Skoda Octavia '13,12990,06/2013,177000,1600,105,Diesel,Manual,Manual, ATHINA 11851,https://www.car.gr/classifieds/cars/view/319334523-skoda-octavia?lang=en,Skoda,ATHINA,Octavia
890,  Toyota iQ '09,8190,06/2009,107000,998000,68,Petrol,Manual,Manual, AGIOS DIMITRIOS 17341,https://www.car.gr/classifieds/cars/view/330932517-toyota-iq?lang=en,Toyota,AGIOS DIMITRIOS,iQ
891,  Mitsubishi Space Star '18,12000,01/2018,61166,999000,80,Petrol,Manual,Manual, ARGOSTOLI 28100,https://www.car.gr/classifieds/cars/view/331081407-mitsubishi-space-star?lang=en,Mitsubishi,ARGOSTOLI,Space Star
892,  Mercedes-Benz GLA 200 '14 URBAN NAVY XENON EURO 6 ,23999,04/2014,69000,1595,156,Petrol,Manual,Manual, AGIOS DIMITRIOS 17341,https://www.car.gr/classifieds/cars/view/331021715-mercedes-benz-gla-200?lang=en,Mercedes-benz,AGIOS DIMITRIOS,GLA
893,  Citroen C3 '18,17000,01/2018,15000,1199,110,Petrol,Automatic,Automatic, ARGOSTOLI 28100,https://www.car.gr/classifieds/cars/view/331018948-citroen-c3?lang=en,Citroen,ARGOSTOLI,C3
894,  Nissan Qashqai '09 4Χ4,7500,07/2009,154000,2000,145,Petrol,Manual,Manual, LEFKADA 31100,https://www.car.gr/classifieds/cars/view/330033925-nissan-qashqai?lang=en,Nissan,LEFKADA,Qashqai
895,  Suzuki Ignis '07,5800,05/2007,160000,1300,95,Petrol,Manual,Manual, XIOS 82100,https://www.car.gr/classifieds/cars/view/329557004-suzuki-ignis?lang=en,Suzuki,XIOS,Ignis
896,"  Citroen C3 '16 1.2 puretech, touchscreen",9600,06/2016,74000,1200,82,Petrol,Manual,Manual, IWANNINA 45500,https://www.car.gr/classifieds/cars/view/328796053-citroen-c3?lang=en,Citroen,IWANNINA,C3
897,  Mitsubishi Lancer '00,1000,01/2000,118000,1300,90,Petrol,Manual,Manual, AIGIO 25100,https://www.car.gr/classifieds/cars/view/320025246-mitsubishi-lancer?lang=en,Mitsubishi,AIGIO,Lancer
898,  Mitsubishi Space Star '16  1.2 ClearTec Edition+,9500,01/2016,45000,1200,80,Petrol,Manual,Manual, SERRES 62100,https://www.car.gr/classifieds/cars/view/330979911-mitsubishi-space-star?lang=en,Mitsubishi,SERRES,Space Star
899,  Citroen C4 Cactus '17  BlueHDi 100 Stop&Start Rip Cu,13000,02/2017,170000,1560,110,Diesel,Manual,Manual, KATW AXAIA 25200,https://www.car.gr/classifieds/cars/view/331295826-citroen-c4-cactus?lang=en,Citroen,KATW AXAIA,C4 Cactus
900,  Volvo XC40 '19  T3 R Design,33400,03/2019,31500,1500,156,Petrol,Manual,Manual, NEA ERYTHRAIA 14671,https://www.car.gr/classifieds/cars/view/331271750-volvo-xc40?lang=en,Volvo,NEA ERYTHRAIA,XC40
901,  Hyundai i 20 '13  1.1 CRDi blue Trend,5990,01/2013,169000,1100,75,Diesel,Manual,Manual, ARGOS 21200,https://www.car.gr/classifieds/cars/view/331295825-hyundai-i-20?lang=en,Hyundai,ARGOS,Unknown
902,"  Suzuki Jimny '03 1,3 - 85hp - Δώρο τέλη ‘23",6900,12/2003,164500,1300,85,Petrol,Manual,Manual, GREVENA 51100,https://www.car.gr/classifieds/cars/view/327415910-suzuki-jimny?lang=en,Suzuki,GREVENA,Jimny
903,  Ford Focus '17 Titanium,13500,05/2017,104850,1490,120,Diesel,Manual,Manual, PERIGIALI 20011,https://www.car.gr/classifieds/cars/view/330592758-ford-focus?lang=en,Ford,PERIGIALI,Focus
904,  Opel Corsa '18,9900,10/2018,55234,1200,110,Diesel,Manual,Manual, ATHINA 10439,https://www.car.gr/classifieds/cars/view/331258966-opel-corsa?lang=en,Opel,ATHINA,Corsa
905,  Renault Captur '17,14500,10/2017,147500,1461,95,Diesel,Manual,Manual, PERIGIALI 20011,https://www.car.gr/classifieds/cars/view/327428074-renault-captur?lang=en,Renault,PERIGIALI,Captur
906,  Ford Fiesta '15  1.5 TDCi Titanium,9990,11/2015,137850,1499,95,Diesel,Automatic,Semi-automatic, PERIGIALI 20011,https://www.car.gr/classifieds/cars/view/327769932-ford-fiesta?lang=en,Ford,PERIGIALI,Fiesta
907,  Ford Fiesta '15 Ford Fiesta titanium σπορ,10990,11/2015,128700,1499,95,Diesel,Manual,Manual, PERIGIALI 20011,https://www.car.gr/classifieds/cars/view/329322060-ford-fiesta?lang=en,Ford,PERIGIALI,Fiesta
908,  Citroen C4 Picasso '10 ΕΛΛΗΝΙΚΟ!!!ΕΞΑΙΡΕΤΙΚΟ!!!!,6500,10/2010,185000,1598,120,Petrol,Manual,Manual, KALAMARIA 55134,https://www.car.gr/classifieds/cars/view/327037794-citroen-c4-picasso?lang=en,Citroen,KALAMARIA,C4 Picasso
909,  Skoda Scout '10 165,9999,01/2010,138750,1769,165,Petrol,Manual,Manual, PERIGIALI 20011,https://www.car.gr/classifieds/cars/view/330982985-skoda-scout?lang=en,Skoda,PERIGIALI,Scout
910,  Nissan Qashqai '20  1.7 dCi Tekna+ 4x4i XTronic ΣΕ ΕΡΓ.ΕΓΓΥΗΣΗ,34000,01/2020,81500,1700,150,Diesel,Automatic,Automatic, GLYFADA 16675,https://www.car.gr/classifieds/cars/view/329497790-nissan-qashqai?lang=en,Nissan,GLYFADA,Qashqai
911,  Bmw X1 '17  sDrive18 xLine,26800,05/2017,92000,1500,140,Petrol,Automatic,Automatic, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/330062533-bmw-x1?lang=en,Bmw,PYLAIA,X1
912,  Mercedes-Benz SL 320 '94 24V HARD TOP,17200,12/1994,122500,3200,231,Petrol,Automatic,Automatic, AGIA PARASKEFI 15343,https://www.car.gr/classifieds/cars/view/327570530-mercedes-benz-sl-320?lang=en,Mercedes-benz,AGIA PARASKEFI,SL
913,  Mini Cooper D '14 Pepper euro6,14999,07/2014,116869,1496,115,Diesel,Manual,Manual, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/329263146-mini-cooper-d?lang=en,Mini,PYLAIA,Cooper
914,  Mini Cooper '15 ONE NAVI θερμαινόμενα καθίσματα,14799,12/2015,134000,1198,105,Petrol,Manual,Manual, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/326495014-mini-cooper?lang=en,Mini,PYLAIA,Cooper
915,  Bmw 523 '07 NAVI PANORAMA ,13000,08/2007,96000,2498,180,Petrol,Manual,Manual, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/325021173-bmw-523?lang=en,Bmw,PYLAIA,523
916,  Fiat 500 '14 S EDITION CABRIO Έγχρωμη οθόνη,10800,10/2014,103000,875000,105,Petrol,Manual,Manual, PYLAIA 55535,https://www.car.gr/classifieds/cars/view/329608485-fiat-500?lang=en,Fiat,PYLAIA,500
917,  Ford Fiesta '13 ΒΙΒΛΙΟ SERVICE*FULL EXTRA*15''ΖΑΝΤΕΣ,8700,05/2013,137000,1500,95,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/327918578-ford-fiesta?lang=en,Ford,LARISA,Fiesta
918,  Skoda Citigo '17 ΑΥΤΟΜΑΤΟ*FULL EXTRA*101.000KM!!,11300,10/2017,101000,999000,70,Petrol,Automatic,Automatic, LARISA 41336,https://www.car.gr/classifieds/cars/view/331268969-skoda-citigo?lang=en,Skoda,LARISA,Citigo
919,  Volkswagen Touareg '06 ΒΙΒΛΙΟ SERVICE*V8*20''ΖΑΝΤΕΣ*ΟΘΟΝΗ*KLIMA,10900,09/2006,170000,4200,310,Petrol,Automatic,Automatic, LARISA 41336,https://www.car.gr/classifieds/cars/view/331032925-volkswagen-touareg?lang=en,Volkswagen,LARISA,Touareg
920,  Suzuki Baleno '17 ΒΙΒΛΙΟ SERVICE*ΟΘΟΝΗ,10700,03/2017,147500,1250,90,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/330239613-suzuki-baleno?lang=en,Suzuki,LARISA,Baleno
921,  Opel Meriva '14 DIESEL*EURO 6B*NAVIGATION*FULL EXTRA,10300,07/2014,139000,1600,110,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/327035431-opel-meriva?lang=en,Opel,LARISA,Meriva
922,  Mercedes-Benz A 160 '02 ΗΜΙΑΥΤΟΜΑΤΟ*ELEGANCE*A/C*15''ΖΑΝΤΕΣ,4600,09/2002,337000,1600,102,Petrol,Automatic,Semi-automatic, LARISA 41336,https://www.car.gr/classifieds/cars/view/331210548-mercedes-benz-a-160?lang=en,Mercedes-benz,LARISA,A 160
923,  Fiat Panda '07 ΒΙΒΛΙΟ SERVICE*1100cc 65hp,4600,02/2007,121000,1100,65,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/330670766-fiat-panda?lang=en,Fiat,LARISA,Panda
924,  Citroen C4 Cactus '18 DIESEL*EURO 6*FACE LIF*ΟΘΟΝΗ*NAVIGATION*LED,14900,11/2018,88900,1600,100,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/328925648-citroen-c4-cactus?lang=en,Citroen,LARISA,C4 Cactus
925,"  Smart ForFour '16 PASSION*ΟΘΟΝΗ*NAVI*15""ΖΑΝΤΕΣ*FUUL EXTRA",10400,09/2016,115600,999000,75,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/325026739-smart-forfour?lang=en,Smart,LARISA,ForFour
926,  Opel Astra '11 ΒΙΒΛΙΟ SERVICE*FULL EXTRA*,7400,05/2011,178930,1400,98,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/331009457-opel-astra?lang=en,Opel,LARISA,Astra
927,  Ford Ka '15 INDIVIDUAL*FULL EXTRA*95.000KM!!,8300,04/2015,95000,1250,75,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/330543261-ford-ka?lang=en,Ford,LARISA,Ka
928,  Seat Ibiza '15 DIESEL*EURO 6*ΒΙΒΛΙΟ SERVICE*123.600KM!!!,9400,09/2015,123600,1400,90,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/327164814-seat-ibiza?lang=en,Seat,LARISA,Ibiza
929,  Suzuki Vitara '07 DIESEL*ΒΙΒΛΙΟ SERVICE*ΠΡΩΤΟ ΧΕΡΙ,9600,10/2007,335000,1870,130,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/329643521-suzuki-vitara?lang=en,Suzuki,LARISA,Vitara
930,  Citroen C4 Cactus '15 ΒΙΒΛΙΟ SERVICE*EURO 6*ΜΗΔΕΝΙΚΑ ΤΕΛΗ*FULL EXTRA,11700,05/2015,161000,1600,110,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/323529764-citroen-c4-cactus?lang=en,Citroen,LARISA,C4 Cactus
931,  Ford Taunus '87 *****MK5 SPORT*****,4900,01/1987,38000,1600,80,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/323529827-ford-taunus?lang=en,Ford,LARISA,Unknown
932,  Fiat Panda '14 TWINAIR*89.000KM*START-STOP*900 85cc,7900,06/2014,89000,900000,85,Petrol,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/325855939-fiat-panda?lang=en,Fiat,LARISA,Panda
933,  Opel Combo '13 ECOFLEX*FULL EXTRA,8200,07/2013,121265,1300,90,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/316252555-opel-combo?lang=en,Opel,LARISA,Combo
934,  Dacia Duster '13 DIESEL*ΒΙΒΛΙΟ SERVICE*AUTO MPAKOPOULOS,10700,07/2013,153000,1502,110,Diesel,Manual,Manual, LARISA 41336,https://www.car.gr/classifieds/cars/view/325033689-dacia-duster?lang=en,Dacia,LARISA,Unknown
935,  Bmw 116 '08,6500,07/2008,246534,1599,122,Petrol,Manual,Manual, PATRA 26441,https://www.car.gr/classifieds/cars/view/324800690-bmw-116?lang=en,Bmw,PATRA,116
936,  Audi TT '05 Mk1  turbo ,6500,10/2005,235000,1800,185,Petrol,Manual,Manual, THESSALONIKI 54500,https://www.car.gr/classifieds/cars/view/327239727-audi-tt?lang=en,Audi,THESSALONIKI,TT
937,  Toyota Starlet '81 Dl 1000,2500,01/1981,75000,1000,50,Petrol,Manual,Manual, GYTHEIO 23200,https://www.car.gr/classifieds/cars/view/331295887-toyota-starlet?lang=en,Toyota,GYTHEIO,Unknown
938,  Mercedes-Benz GLA 180 '17  d Urban 7G-DCT,23500,11/2017,165000,1461,109,Diesel,Automatic,Automatic, PETROYPOLI 13231,https://www.car.gr/classifieds/cars/view/330955088-mercedes-benz-gla-180?lang=en,Mercedes-benz,PETROYPOLI,GLA
939,  Peugeot 207 '09,6000,11/2009,77837,1360,90,Petrol,Automatic,Automatic, IRAKLEIO 71500,https://www.car.gr/classifieds/cars/view/317670145-peugeot-207?lang=en,Peugeot,IRAKLEIO,207
940,  Peugeot 308 '09 SW,7000,08/2009,133228,1598,120,Petrol,Automatic,Automatic, IRAKLEIO 71500,https://www.car.gr/classifieds/cars/view/31943395-peugeot-308?lang=en,Peugeot,IRAKLEIO,308
941,  SsangYong Kyron '09,8500,08/2009,48900,1998,150,Diesel,Automatic,Automatic, IRAKLEIO 71500,https://www.car.gr/classifieds/cars/view/327046826-ssangyong-kyron?lang=en,SsangYong,IRAKLEIO,Unknown
942,  Mercedes-Benz C 180 '06 AVANGARDE,8000,09/2006,83997,1796,143,Petrol,Manual,Manual, IRAKLEIO 71500,https://www.car.gr/classifieds/cars/view/326597318-mercedes-benz-c-180?lang=en,Mercedes-benz,IRAKLEIO,C 180
943,  Smart ForFour '06,4500,09/2006,113893,1300,75,Petrol,Automatic,Automatic, IRAKLEIO 71500,https://www.car.gr/classifieds/cars/view/328006198-smart-forfour?lang=en,Smart,IRAKLEIO,ForFour
944,  Opel Corsa '15 'EYRO 6' 0€ΤΈΛΗ 95hpFULL EXTRA,10800,08/2015,102000,1248,95,Diesel,Manual,Manual, GIANNITSA 58100,https://www.car.gr/classifieds/cars/view/327543057-opel-corsa?lang=en,Opel,GIANNITSA,Corsa
945,  Peugeot 107 '09,4800,10/2009,165000,998000,68,Petrol,Manual,Manual, NEAPOLI LAKWNIAS 23053,https://www.car.gr/classifieds/cars/view/331019062-peugeot-107?lang=en,Peugeot,NEAPOLI LAKWNIAS,107
946,"  Subaru Forester '08 2.0 A/C, ΥΔ/Τ,ΟΡΟΦΗ,ΠΛΗΡΩΜΕΝΑ ΤΕΛΗ2023 ",8700,06/2008,244000,1997,150,Petrol,Manual,Manual, ILIOYPOLI 16341,https://www.car.gr/classifieds/cars/view/329497103-subaru-forester?lang=en,Subaru,ILIOYPOLI,Forester
947,  Daewoo Matiz '98,1250,02/1998,198000,800000,1,Petrol,Manual,Manual, ABELAKIA 18902,https://www.car.gr/classifieds/cars/view/331295949-daewoo-matiz?lang=en,Daewoo,ABELAKIA,Unknown
948,  Toyota C-HR '17 4x4 Automatic CVT,21690,09/2017,96000,1200,117,Petrol,Automatic,Automatic, XALKIDA 34100,https://www.car.gr/classifieds/cars/view/330235698-toyota-c-hr?lang=en,Toyota,XALKIDA,C-HR
