,title,price,registration,km,displacement,hp,fuel,transmission,category,location,link,brand,town,model,zip_codes
3930,  Ford Fiesta '14 1.5TDCI Επαγγελματικό–αγροτικο,8700,07/2014,142250,1500,100,Diesel,Manual,Commercial Passenger, SOFADES 43300,https://www.car.gr/classifieds/cars/view/320639670-ford-fiesta?lang=en,Ford,SOFADES,Fiesta,43300
3931,  Jeep Cherokee '07 EXECUTIVE*ΑΥΤΟΜΑΤΟ*ΕΛΛΗΝΙΚΟ*BRAND NEW,9900,07/2007,101000,3698,211,Petrol,Automatic,4x4/Jeep/Suv, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/330975589-jeep-cherokee?lang=en,Jeep,MAROYSI,Cherokee,15122
3932,  Skoda Fabia '19 ACTIVE-ΕΛΛΗΝΙΚΟ-BOOK SERVICE,11250,05/2019,74000,1000,75,Petrol,Manual,Compact/Hatchback, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/330574867-skoda-fabia?lang=en,Skoda,MAROYSI,Fabia,15122
3933,  Audi A3 '18 SPORTBACK*DIESEL*AUTO 7speed,23400,08/2018,83000,1600,117,Diesel,Automatic,Compact/Hatchback, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/331363557-audi-a3?lang=en,Audi,MAROYSI,A3,15122
3934,  Audi 80 '99 GABRIOLET ΕΛΛΗΝΙΚΟ,6000,06/1999,150000,1800,125,Petrol,Manual,Convertible/Roadster, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/331137657-audi-80?lang=en,Audi,MAROYSI,80,15122
3935,"  Volkswagen Polo '17 1,2 TSi ΑUTO 90 hp ΕΛΛΗΝΙΚΟ BOOK SERVICE TRENDLINE",13300,08/2017,89000,1200,90,Petrol,Automatic,Compact/Hatchback, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/331046703-volkswagen-polo?lang=en,Volkswagen,MAROYSI,Polo,15122
3936,"  Fiat 500 '15 CABRIO 1,2 ΕΛΛΗΝΙΚΟ BOOK SEVICE + KTEO EURO 6",10200,05/2015,50400,1242,69,Petrol,Manual,Convertible/Roadster, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/329559154-fiat-500?lang=en,Fiat,MAROYSI,500,15122
3937,  Mini Countryman '19 ΑΥΤΟΜΑΤΟ*ΕΛΛΗΝΙΚΟ*START STOP*FULL SERVICE,23500,05/2019,89000,1500,137,Petrol,Automatic,4x4/Jeep/Suv, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/330974661-mini-countryman?lang=en,Mini,MAROYSI,Countryman,15122
3938,"  Volkswagen Golf '08 1,4 GT DSG 122hp ΔΕΣΜΕΥΤΙΚΕ ",7300,10/2008,159000,1390,122,Petrol,Automatic,Compact/Hatchback, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/329537983-volkswagen-golf?lang=en,Volkswagen,MAROYSI,Golf,15122
3939,  Renault Clio '19 TCe Ελληνικο book service Start Stop Cruise,11500,06/2019,85000,900000,78,Petrol,Manual,Compact/Hatchback, MAROYSI 15122,https://www.car.gr/classifieds/cars/view/330573027-renault-clio?lang=en,Renault,MAROYSI,Clio,15122
3940,  Porsche Cayenne '05 CAYENNE S TIPTRONIC,18000,05/2005,68900,4500,340,Petrol,Automatic,4x4/Jeep/Suv, VOYLA 16673,https://www.car.gr/classifieds/cars/view/28796477-porsche-cayenne?lang=en,Porsche,VOYLA,Cayenne,16673
3941,  Ford Ranger '08,13500,01/2008,210000,2500,143,Diesel,Manual,Crew Cab/Pickup, THASOS 64004,https://www.car.gr/classifieds/cars/view/314629778-ford-ranger?lang=en,Ford,THASOS,Ranger,64004
3942,  Audi A3 '16 Sline,23500,07/2016,109235,1600,182,Diesel,Manual,Compact/Hatchback, PERISTERI 12137,https://www.car.gr/classifieds/cars/view/327491759-audi-a3?lang=en,Audi,PERISTERI,A3,12137
3943,  Fiat Grande Punto '06,5400,05/2006,73000,1242,65,Petrol,Manual,Other, POROS TROIZINIAS 18020,https://www.car.gr/classifieds/cars/view/325105427-fiat-grande-punto?lang=en,Fiat,POROS TROIZINIAS,Punto,18020
3944,  Opel Corsa '05 C,3500,02/2005,267950,1248,75,Diesel,Manual,Compact/Hatchback, THESSALONIKI 54635,https://www.car.gr/classifieds/cars/view/331141596-opel-corsa?lang=en,Opel,THESSALONIKI,Corsa,54635
3945,  Smart ForTwo '08 Look brabus ,6500,11/2008,103100,1000,71,Petrol,Automatic,Coupe-Sport, PERIOXI AERODROMIOY 57019,https://www.car.gr/classifieds/cars/view/331376693-smart-fortwo?lang=en,Smart,PERIOXI AERODROMIOY,ForTwo,57019
3946,  Chevrolet Lacetti '06,3000,01/2006,116009,1399,95,Petrol,Manual,Compact/Hatchback, XALANDRI 15231,https://www.car.gr/classifieds/cars/view/331210337-chevrolet-lacetti?lang=en,Chevrolet,XALANDRI,Unknown,15231
3947,  Mini Countryman '14 1.6 122HP ALL4 4X4 PANORAMA ΙΔΙΩΤΗ ΕΛΛΗΝΙΚΟ,17800,11/2014,94000,1600,122,Petrol,Automatic,4x4/Jeep/Suv, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/324798719-mini-countryman?lang=en,Mini,NEO PSYXIKO,Countryman,15451
3948,  Seat Ibiza '13 1.2 TDI DIESEL EURO 5!! ΠΡΟΣΦΟΡΑ !!!,5300,06/2013,238000,1180,75,Diesel,Manual,Compact/Hatchback, ATHINA 11143,https://www.car.gr/classifieds/cars/view/330953587-seat-ibiza?lang=en,Seat,ATHINA,Ibiza,11143
3949,"  Volkswagen Polo '14 VW Polo 1,4 TDI BlueMotion DSG ""Comfortline""",11800,08/2014,124600,1422,90,Diesel,Automatic,Compact/Hatchback, ATHINA 11143,https://www.car.gr/classifieds/cars/view/321642679-volkswagen-polo?lang=en,Volkswagen,ATHINA,Polo,11143
3950,  Volkswagen Golf '17 TDI ACTIVE 110 HP,14800,02/2017,71000,1598,110,Diesel,Manual,Compact/Hatchback, ATHINA 11143,https://www.car.gr/classifieds/cars/view/326491304-volkswagen-golf?lang=en,Volkswagen,ATHINA,Golf,11143
3951,  Volvo XC 60 '08 T6 SUMMUM ΕΥΚΑΙΡΙΑ !!!!,12700,11/2008,140000,2953,285,Petrol,Automatic,4x4/Jeep/Suv, ATHINA 11143,https://www.car.gr/classifieds/cars/view/31146491-volvo-xc-60?lang=en,Volvo,ATHINA,Unknown,11143
3952,  Seat Ibiza '13 1.2 TDI DIESEL EURO 5!!,5600,06/2013,230000,1180,75,Diesel,Manual,Compact/Hatchback, ATHINA 11143,https://www.car.gr/classifieds/cars/view/14602232-seat-ibiza?lang=en,Seat,ATHINA,Ibiza,11143
3953,  Bmw 316 '96 e 36,1,01/1996,200000,1600,105,Petrol,Manual,Coupe-Sport, MARKOPOYLO 19003,https://www.car.gr/classifieds/cars/view/330987467-bmw-316-wanted?lang=en,Bmw,MARKOPOYLO,316,19003
3954,  Mercedes-Benz CLK 200 '05,8500,01/2005,287000,1800,163,Petrol,Automatic,Coupe-Sport, KAVALA 65403,https://www.car.gr/classifieds/cars/view/330959114-mercedes-benz-clk-200?lang=en,Mercedes-benz,KAVALA,CLK,65403
3955,  Audi R8 '09  Coupé 5.2 FSI quattro V10,98000,09/2009,62000,5200,520,Petrol,Automatic,Coupe-Sport, THERMI 57001,https://www.car.gr/classifieds/cars/view/331345943-audi-r8?lang=en,Audi,THERMI,Quattro,57001
3956,  Mini Cooper S '05,7000,01/2005,140000,1600,200,Petrol,Manual,Coupe-Sport, PATRA 26224,https://www.car.gr/classifieds/cars/view/331145069-mini-cooper-s?lang=en,Mini,PATRA,Cooper,26224
3957,  Nissan Qashqai '08 ΠΛΗΡΩΜΕΝΑ ΤΕΛΗ 2023-Πανοραμα ,9500,04/2008,190698,1500,110,Diesel,Manual,4x4/Jeep/Suv, XRYSOYPOLI 64200,https://www.car.gr/classifieds/cars/view/327386137-nissan-qashqai?lang=en,Nissan,XRYSOYPOLI,Qashqai,64200
3958,  Volkswagen Scirocco '09,16500,02/2009,161000,1390,220,Petrol,Automatic,Coupe-Sport, THESSALONIKI 54638,https://www.car.gr/classifieds/cars/view/327254283-volkswagen-scirocco?lang=en,Volkswagen,THESSALONIKI,Scirocco,54638
3959,  Mini Cooper '14 COUNTRYMAN 1.6 122HP ALL4 4X4 PANORAMA ΕΛΛΗΝΙΚΟ,17800,11/2014,94000,1600,122,Petrol,Automatic,4x4/Jeep/Suv, NEO PSYXIKO 15451,https://www.car.gr/classifieds/cars/view/324798677-mini-cooper?lang=en,Mini,NEO PSYXIKO,Cooper,15451
3960,  Nissan Almera '01 Challenge ,3800,01/2001,120000,1500,140,Petrol,Manual,Coupe-Sport, SALAMINA 18900,https://www.car.gr/classifieds/cars/view/323795110-nissan-almera?lang=en,Nissan,SALAMINA,Almera,18900
3961,  Mercedes-Benz C 180 '14 Sw,21000,01/2014,92700,1600,156,Petrol,Automatic,Combi/Caravan, PYRGOS 27131,https://www.car.gr/classifieds/cars/view/325862000-mercedes-benz-c-180?lang=en,Mercedes-benz,PYRGOS,C 180,27131
3962,  Mitsubishi L200 '17  2.4 DI-D Basis 4WD ΜΙΑΜΙΣΗ ΚΑΜΠΙΝΑ,21800,01/2017,123000,2442,153,Diesel,Manual,Crew Cab/Pickup, THERMI 57001,https://www.car.gr/classifieds/cars/view/330570217-mitsubishi-l200?lang=en,Mitsubishi,THERMI,L200,57001
3963,  Hyundai i 10 '13 STAR EDITION ,6900,05/2013,111400,1000,75,Petrol,Manual,Compact/Hatchback, PYRGOS 27100,https://www.car.gr/classifieds/cars/view/331377567-hyundai-i-10?lang=en,Hyundai,PYRGOS,Unknown,27100
3964,  Renault Megane '17 1.5 FULL EXTRA  AUTOMATIC ,15800,11/2017,110000,1500,120,Diesel,Automatic,Combi/Caravan, THERMI 57001,https://www.car.gr/classifieds/cars/view/328023601-renault-megane?lang=en,Renault,THERMI,Megane,57001
3965,  Peugeot 2008 '18  1.6 BlueHDi 120 Allure FACELIFT,14900,06/2018,106500,1600,120,Diesel,Manual,Limousine/Sedan, THERMI 57001,https://www.car.gr/classifieds/cars/view/327494254-peugeot-2008?lang=en,Peugeot,THERMI,2008,57001
3966,  Dacia Duster '16 1.2 PRESTIGE  4x4,14800,08/2016,142000,1200,125,Petrol,Manual,4x4/Jeep/Suv, THERMI 57001,https://www.car.gr/classifieds/cars/view/324282735-dacia-duster?lang=en,Dacia,THERMI,Unknown,57001
3967,  Mercedes-Benz A 180 '13 1.5 CDI ,14800,02/2013,238000,1461,109,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/330060737-mercedes-benz-a-180?lang=en,Mercedes-benz,THERMI,A 180,57001
3968,  Nissan Micra '18  1.5 dCi Tekna,13300,04/2018,151000,1500,90,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331331486-nissan-micra?lang=en,Nissan,THERMI,Micra,57001
3969,  Opel Mokka '15 1.6 DIESEL 4X4,12800,08/2015,158000,1600,136,Diesel,Manual,4x4/Jeep/Suv, THERMI 57001,https://www.car.gr/classifieds/cars/view/330238154-opel-mokka?lang=en,Opel,THERMI,Mokka,57001
3970,  Renault Clio '17 1.5 DIESEL  FACE LIFT ,12800,08/2017,108000,1500,90,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331244916-renault-clio?lang=en,Renault,THERMI,Clio,57001
3971,  Citroen DS5 '12 1.6 BlueHDi ,12400,08/2012,157800,1600,111,Diesel,Automatic,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331356309-citroen-ds5?lang=en,Citroen,THERMI,DS5,57001
3972,  Opel Combo '20 1.6 full extra ,11999,04/2020,226000,1499,102,Diesel,Manual,Commercial Passenger, THERMI 57001,https://www.car.gr/classifieds/cars/view/326709313-opel-combo?lang=en,Opel,THERMI,Combo,57001
3973,  Volkswagen Golf '13 1.2 R LINE LOOK FULL EXTRA ΕΛΛΗΝΙΚΟ,11950,05/2013,145967,1197,85,Petrol,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/329965045-volkswagen-golf?lang=en,Volkswagen,THERMI,Golf,57001
3974,  Hyundai i 30 '15 1.6 blue Comfort,11800,11/2015,136000,1600,120,Diesel,Manual,Limousine/Sedan, THERMI 57001,https://www.car.gr/classifieds/cars/view/329543601-hyundai-i-30?lang=en,Hyundai,THERMI,Unknown,57001
3975,  Citroen C4 Cactus '17  BlueHDi 100 Stop&Start Shine,11600,08/2017,168000,1600,100,Diesel,Manual,Compact/Hatchback, THERMI 57001,https://www.car.gr/classifieds/cars/view/331290460-citroen-c4-cactus?lang=en,Citroen,THERMI,C4 Cactus,57001
3976,  McLaren 570GT '17 Carbon-Lift-Wilkins fulloption,199999,01/2017,18000,3880,570,Petrol,Automatic,Coupe-Sport, ALIMOS 17455,https://www.car.gr/classifieds/cars/view/324444301-mclaren-570gt?lang=en,Mclaren,ALIMOS,570GT,17455
3977,  Alfa Romeo GT '10 BLACKLINE III JTDm,9300,03/2010,166000,1900,170,Diesel,Manual,Coupe-Sport, ZWGRAFOS 15771,https://www.car.gr/classifieds/cars/view/14792172-alfa-romeo-gt?lang=en,Alfa romeo,ZWGRAFOS,GT,15771
3978,  Renault Clio '16 DCi ,10650,02/2016,150000,1500,90,Diesel,Manual,Coupe-Sport, KALAMATA 24100,https://www.car.gr/classifieds/cars/view/327492373-renault-clio?lang=en,Renault,KALAMATA,Clio,24100
3979,  Ford Fiesta '17  1.5 TDCi Trend,10499,02/2017,168000,1500,95,Diesel,Manual,Compact/Hatchback, KALAMATA 24100,https://www.car.gr/classifieds/cars/view/331030339-ford-fiesta?lang=en,Ford,KALAMATA,Fiesta,24100
3980,  Saab 9-3 '06 aero convertible,8000,01/2006,120000,2000,210,Petrol,Automatic,Convertible/Roadster, ATHINA 11855,https://www.car.gr/classifieds/cars/view/330576455-saab-9-3-wanted?lang=en,Saab,ATHINA,9-3,11855
3981,  Toyota Land Cruiser '05 Land Cruiser 3.0 D-4D Executive Automatic,26500,06/2005,249000,3000,173,Diesel,Automatic,4x4/Jeep/Suv, THESSALONIKI 54453,https://www.car.gr/classifieds/cars/view/331276404-toyota-land-cruiser?lang=en,Toyota,THESSALONIKI,Land Cruiser,54453
3982,  SsangYong Rexton '06 RX270XDI ΤΕΛΗ ΠΛΗΡΩΜΕΝΑ,5200,10/2006,244000,2700,163,Diesel,Manual,4x4/Jeep/Suv, NAFPLIO 21100,https://www.car.gr/classifieds/cars/view/34611019-ssangyong-rexton?lang=en,SsangYong,NAFPLIO,Unknown,21100
3983,"  Nissan Micra '21 1.0 IG-T Tekna Xtronic-CAM360°-17""-BOSE-Full",17500,02/2021,13554,999000,92,Petrol,Automatic,Compact/Hatchback, NAFPLIO 21100,https://www.car.gr/classifieds/cars/view/325473593-nissan-micra?lang=en,Nissan,NAFPLIO,Micra,21100
3984,  Fiat Doblo '19 EURO6 120PS ΔΥΟ ΠΛΑΙΝΕΣ ΠΟΡΤΕΣ,11250,03/2019,179000,1560,120,Diesel,Manual,Commercial Passenger, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/328846454-fiat-doblo?lang=en,Fiat,PERISTERI,Doblo,12133
3985,  Nissan Micra '18 ΕΛΛΗΝΙΚΟ ENERGY 90PS EURO 6,11250,01/2018,145000,1496,90,Diesel,Manual,Compact/Hatchback, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/330251625-nissan-micra?lang=en,Nissan,PERISTERI,Micra,12133
3986,  Renault Clio '18  VAN ΕΛΛΗΝΙΚΗΣ ΑΝΤΙ/ΠΕΙΑΣ ΣΥΝΤΗΡΗΣΗΣ,8950,09/2018,125000,1464,75,Diesel,Manual,Commercial Passenger, PERISTERI 12133,https://www.car.gr/classifieds/cars/view/330920722-renault-clio?lang=en,Renault,PERISTERI,Clio,12133
3987,  Renault Clio '21,16200,09/2021,54000,1460,90,Diesel,Manual,Compact/Hatchback, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/329183681-renault-clio?lang=en,Renault,KSYLOKASTRO,Clio,20400
3988,  Suzuki SX4 S-Cross '08,5900,07/2008,145000,1560,120,Petrol,Manual,4x4/Jeep/Suv, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/331156650-suzuki-sx4-s-cross?lang=en,Suzuki,KSYLOKASTRO,SX4,20400
3989,  Renault Megane '19 Automatic full extra,17999,01/2019,93000,1560,120,Diesel,Automatic,Compact/Hatchback, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/331295327-renault-megane?lang=en,Renault,KSYLOKASTRO,Megane,20400
3990,  Renault Clio '18,12700,01/2018,148000,1461,95,Diesel,Automatic,Compact/Hatchback, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/330314533-renault-clio?lang=en,Renault,KSYLOKASTRO,Clio,20400
3991,  Renault Clio '18,10700,01/2018,125000,1461,90,Diesel,Manual,Compact/Hatchback, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/330672749-renault-clio?lang=en,Renault,KSYLOKASTRO,Clio,20400
3992,  Opel Combo '16 Ψυγείο συντήρηση,7900,05/2016,180000,1300,95,Diesel,Manual,Van/Mini Bus, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/322211765-opel-combo?lang=en,Opel,KSYLOKASTRO,Combo,20400
3993,  Renault Clio '18,11700,09/2018,113000,1461,90,Diesel,Manual,Compact/Hatchback, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/327420680-renault-clio?lang=en,Renault,KSYLOKASTRO,Clio,20400
3994,  Renault Clio '20   Expression,14900,08/2020,103000,1500,90,Diesel,Manual,Compact/Hatchback, KSYLOKASTRO 20400,https://www.car.gr/classifieds/cars/view/330313949-renault-clio?lang=en,Renault,KSYLOKASTRO,Clio,20400
3995,  Fiat Punto '06 Multijet ,4290,01/2006,178000,1300,75,Diesel,Manual,Compact/Hatchback, PATRA 26504,https://www.car.gr/classifieds/cars/view/325724220-fiat-punto?lang=en,Fiat,PATRA,Punto,26504
3996,  Audi A4 '02 για ανταλλακτικά ολόκληρο μόνο,1200,05/2002,290000,1896,120,Diesel,Manual,Limousine/Sedan, ZAKYNTHOS 29100,https://www.car.gr/classifieds/cars/view/330418266-audi-a4?lang=en,Audi,ZAKYNTHOS,A4,29100
3997,  Hyundai i 20 '18 ΑΨΟΓΟ! 63355 km!!!,12800,01/2018,63355,1248,84,Petrol,Manual,Compact/Hatchback, EPANOMI 57500,https://www.car.gr/classifieds/cars/view/331373998-hyundai-i-20?lang=en,Hyundai,EPANOMI,Unknown,57500
3998,  Volkswagen Polo '15 Α’ΧΕΡΙ 1.4TDi ΕΛΛΗΝΙΚΗΣ ΑΝΤ/ΑΣ,9700,07/2015,145000,1422,75,Diesel,Manual,Compact/Hatchback, PATRA 26500,https://www.car.gr/classifieds/cars/view/327925722-volkswagen-polo?lang=en,Volkswagen,PATRA,Polo,26500
3999,  Seat Leon '08,9500,01/2008,75734,1400,125,Petrol,Manual,Compact/Hatchback, AGIA PARASKEFI 15341,https://www.car.gr/classifieds/cars/view/331377545-seat-leon?lang=en,Seat,AGIA PARASKEFI,Leon,15341
4000,  Toyota Auris '15,14000,01/2015,126000,1400,90,Diesel,Manual,Other, EPANOMI 57500,https://www.car.gr/classifieds/cars/view/330234541-toyota-auris?lang=en,Toyota,EPANOMI,Auris,57500
4001,  Fiat Seicento '01 με καδενα,1250,01/2001,163000,900000,55,Petrol,Manual,Coupe-Sport, AGRINIO 30100,https://www.car.gr/classifieds/cars/view/330960012-fiat-seicento?lang=en,Fiat,AGRINIO,Seicento,30100
4002,  Skoda Fabia '02,2700,01/2002,105500,1000,60,Petrol,Manual,Limousine/Sedan, VOLOS 38221,https://www.car.gr/classifieds/cars/view/331377544-skoda-fabia?lang=en,Skoda,VOLOS,Fabia,38221
4003,  Opel Corsa '12  1.3 CDTI Selection,6500,07/2012,167513,1248,85,Diesel,Manual,Compact/Hatchback, IGOYMENITSA 46100,https://www.car.gr/classifieds/cars/view/327092296-opel-corsa?lang=en,Opel,IGOYMENITSA,Corsa,46100
4004,  Citroen DS-3 '10,7200,09/2010,153000,1560,95,Diesel,Manual,Coupe-Sport, IGOYMENITSA 46100,https://www.car.gr/classifieds/cars/view/327091678-citroen-ds-3?lang=en,Citroen,IGOYMENITSA,DS-3,46100
4005,  Alfa Romeo Spider '03  2.0 JTS (12/2003 Phase 3),12000,12/2003,53000,2000,250,Petrol,Manual,Convertible/Roadster, KYPARISSIA 24500,https://www.car.gr/classifieds/cars/view/318881204-alfa-romeo-spider?lang=en,Alfa romeo,KYPARISSIA,Spider,24500
4006,  Peugeot 208 '17 1.2 VTi Allure με Βιβλίο Σέρβις,9499,06/2017,133000,1199,82,Petrol,Manual,Compact/Hatchback, THESSALONIKI 54627,https://www.car.gr/classifieds/cars/view/330702894-peugeot-208?lang=en,Peugeot,THESSALONIKI,208,54627
4007,  Bmw 316 '08 316i,11500,01/2008,102450,1600,122,Petrol,Manual,Limousine/Sedan, TAFROS 17778,https://www.car.gr/classifieds/cars/view/329780981-bmw-316?lang=en,Bmw,TAFROS,316,17778
4008,  Volkswagen Touran '07  1.4 TSI Trendline,7000,12/2007,105000,1390,140,Petrol,Manual,Combi/Caravan, ARGYROYPOLI 16452,https://www.car.gr/classifieds/cars/view/331342777-volkswagen-touran?lang=en,Volkswagen,ARGYROYPOLI,Touran,16452
4009,  Peugeot 3008 '18,26400,07/2018,88000,1598,120,Diesel,Automatic,4x4/Jeep/Suv, KAMATERO 13451,https://www.car.gr/classifieds/cars/view/331211048-peugeot-3008?lang=en,Peugeot,KAMATERO,3008,13451
4010,  Toyota Aygo '17 X-CITY 5 ΠΟΡΤΟ!!!,9900,02/2017,82000,1000,72,Petrol,Manual,Coupe-Sport, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330626396-toyota-aygo?lang=en,Toyota,ATHINA,Aygo,11631
4011,"  Nissan Qashqai '15 N-CONNECTA - PANORAMA, NAVI!!!",17400,02/2015,96400,1600,131,Diesel,Manual,4x4/Jeep/Suv, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330476497-nissan-qashqai?lang=en,Nissan,ATHINA,Qashqai,11631
4012,  Land Rover Range Rover Sport '16 TDV6 HSE DYNAMIC PANORAMA!,64900,02/2016,84000,3000,306,Diesel,Automatic,4x4/Jeep/Suv, ATHINA 11631,https://www.car.gr/classifieds/cars/view/329476922-land-rover-range-rover-sport?lang=en,Land rover,ATHINA,Range Rover,11631
4013,  Mercedes-Benz CLS 350 '12 CLS Coupé 350 d Final Edition ,32900,10/2012,160000,3000,280,Diesel,Automatic,Coupe-Sport, ATHINA 11631,https://www.car.gr/classifieds/cars/view/327843975-mercedes-benz-cls-350?lang=en,Mercedes-benz,ATHINA,CLS,11631
4014,"  Opel Astra '16  DYNAMIC 110 HP, EURO 6!",11500,01/2016,118000,1600,110,Diesel,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/327739590-opel-astra?lang=en,Opel,ATHINA,Astra,11631
4015,  Fiat 500 '16 LOUNGE - ΑΥΤΟΜΑΤΟ EURO 6,14400,12/2016,102000,1200,70,Petrol,Automatic,Coupe-Sport, ATHINA 11631,https://www.car.gr/classifieds/cars/view/331322308-fiat-500?lang=en,Fiat,ATHINA,500,11631
4016,  Ford Focus '13 ECOBOOST! 125 HP!!! NAVI,9990,07/2013,99500,1000,125,Petrol,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/331295351-ford-focus?lang=en,Ford,ATHINA,Focus,11631
4017,"  Mercedes-Benz GLA 200 '17 AMG 4 MATIC! ΔΕΡΜΑ,ΟΡΟΦΗ,NAVI!",34900,02/2017,123000,2148,156,Diesel,Automatic,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330821732-mercedes-benz-gla-200?lang=en,Mercedes-benz,ATHINA,GLA,11631
4018,"  Renault Captur '18 HELLY HANSEN! ΔΕΡΜΑ,ΑΥΤΟΜΑΤΟ ",16900,01/2018,129000,1500,110,Diesel,Automatic,4x4/Jeep/Suv, ATHINA 11631,https://www.car.gr/classifieds/cars/view/323044897-renault-captur?lang=en,Renault,ATHINA,Captur,11631
4019,  Ford Fiesta '16 ST LINE 140 HP! EURO 6!!!,13000,04/2016,109000,1000,140,Petrol,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330957192-ford-fiesta?lang=en,Ford,ATHINA,Fiesta,11631
4020,"  Ford Fiesta '18 ST LINE! 125 HP, ΑΥΤΟΜΑΤΟ!",18900,09/2018,82500,1000,125,Petrol,Automatic,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330937765-ford-fiesta?lang=en,Ford,ATHINA,Fiesta,11631
4021,"  Mercedes-Benz A 200 '18 AMG LINE!!! ΔΕΡΜΑ,NAVI! EURO 6",26900,01/2018,82340,2143,150,Diesel,Automatic,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/327564946-mercedes-benz-a-200?lang=en,Mercedes-benz,ATHINA,A 200,11631
4022,  Mini Cooper '16 CHILI BLACK CONCEPT!!! EURO 6,14000,01/2016,119000,1200,102,Petrol,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330622500-mini-cooper?lang=en,Mini,ATHINA,Cooper,11631
4023,  Hyundai i 30 '16 X-Design Sport! EURO 6!,14500,05/2016,77200,1600,110,Diesel,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330070564-hyundai-i-30?lang=en,Hyundai,ATHINA,Unknown,11631
4024,  Ford Fiesta '14 ECOBOOST 101 HP!,9400,02/2014,85400,1000,101,Petrol,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330821756-ford-fiesta?lang=en,Ford,ATHINA,Fiesta,11631
4025,  Ford Fiesta '16 ST LINE 140 HP! EURO 6!!!,12400,08/2016,99400,1000,140,Petrol,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/331208010-ford-fiesta?lang=en,Ford,ATHINA,Fiesta,11631
4026,  Jeep Renegade '16 LONGITUDE 140 HP!,18700,01/2016,81000,1400,140,Petrol,Manual,4x4/Jeep/Suv, ATHINA 11631,https://www.car.gr/classifieds/cars/view/331302589-jeep-renegade?lang=en,Jeep,ATHINA,Renegade,11631
4027,"  Mercedes-Benz A 180 '17 AMG LINE!!! ΔΕΡΜΑ,ΟΡΟΦΗ,NAVI!",26900,09/2017,92000,1500,115,Diesel,Automatic,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330625208-mercedes-benz-a-180?lang=en,Mercedes-benz,ATHINA,A 180,11631
4028,  Mini ONE '16 CHILI BLACK CONCEPT!!! EURO 6,14000,01/2016,119000,1200,102,Petrol,Manual,Compact/Hatchback, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330622371-mini-one?lang=en,Mini,ATHINA,One,11631
4029,"  Fiat 500 '16 LOUNGE - PANORAMA,NAVI, EURO 6",12400,05/2016,102000,900000,105,Petrol,Manual,Coupe-Sport, ATHINA 11631,https://www.car.gr/classifieds/cars/view/329719789-fiat-500?lang=en,Fiat,ATHINA,500,11631
4030,"  Suzuki Vitara '16 GLX - 4WD ALLGRIP, ΗΛ. ΟΡΟΦΗ!",18900,02/2016,106000,1600,120,Diesel,Manual,4x4/Jeep/Suv, ATHINA 11631,https://www.car.gr/classifieds/cars/view/330984026-suzuki-vitara?lang=en,Suzuki,ATHINA,Vitara,11631
